
"PERMIT","PROCESSOR NAME","PLANT LOCATION","ENDORSEMENT","PRIMARY OWNER","ADDRESS 1","ADDRESS 2","CITY","STATE","ZIP CODE"

"18592","BIG BLUE FISHERIES LLC 			  ","SITKA,AK","SHP","KEATING, MICHAEL R					   ","PO BOX 2956","","SITKA","AK","99835"
"18671","BERING PACIFIC SEAFOODS			  ","FALSE PASS,AK","SHP","APICDA JOINT VENTURES, INC.			    ","234 GOLD ST","","JUNEAU","AK","99801"
"26030","THE FISH FACTORY, LLC				  ","HOMER,AK","SHP","MCCUNE, MICHAEL R 					   ","800 FISH DOCK RD","","HOMER","AK","99603"
"26247","NORTH PACIFIC SEAFOODS, INC			  ","TOGIAK,AK","SHP","NORTH PACIFIC SEAFOODS, INC			","4 NICKERSON STREET, SUITE 400","","SEATTLE","WA","98109"
"27101","ADAK FISHERIES LLC				  ","ADAK,AK","SHP","ADAK FISHERIES LLC 			      ","629 L ST STE 200 C/O KENNETH BATTLEY","","ANCHORAGE","AK","99501"
"27444","TRIDENT SEAFOODS CORPORATION			  ","CHIGNIK,AK","SHP","TRIDENT SEAFOODS CORPORATION			 ","ATTN ALASKA SUPPORT","5303 SHILSHOLE AVE NW","SEATTLE","WA","98107"
"27989","GLOBAL SEAFOODS NORTH AMERICA, LLC		  ","KODIAK,AK","SHP","GLOBAL SEAFOODS NORTH AMERICA, LLC		","11100 NE 8TH ST, #310","","BELLEVUE","WA","98004"
"27990","TRIDENT SEAFOODS CORPORATION			  ","KODIAK,AK","SHP","TRIDENT SEAFOODS CORPORATION			","ATTN ALASKA SUPPORT","5303 SHILSHOLE AVE NW","SEATTLE","WA","98107"
"27991","S.E. ALASKA SMOKED SALMON CO., INC. DBA TAKU FIS ","JUNEAU,AK","SHP","GALLIZIO, GIORGIO					    ","550 S FRANKLIN","","JUNEAU","AK","99801"
"28113","PETER PAN SEAFOODS, INC.			  ","DILLINGHAM,AK","SHP","PETER PAN SEAFOODS, INC.			    ","2200 6TH AVE, STE 1000","","SEATTLE","WA","98121"
"28197","FEE'S CUSTOM SEAFOODS				  ","WHITTIER, AK","SHP","FEE, EDWARD W 					       ","PO BOX 790","","WHITTIER","AK","99693"
"28629","HARBOR CROWN SEAFOODS, INC.			  ","DUTCH HARBOR,AK","SHP","DORRIS, KEN						  ","PO BOX 920125","","DUTCH HARBOR","AK","99692"
"28695","ISLAND FISH CO. LLC				  ","KODIAK,AK","SHP","ISLAND FISH CO. LLC				","317 SHELIKOF STREET","","KODIAK","AK","99615"
"28721","COPPER RIVER SEAFOODS, INC.			  ","ANCHORAGE, AK","SHP","BLAKE, SCOTT A						","1400 EAST 1ST AVE","","ANCHORAGE","AK","99501"
"29501","ABSOLUTE FRESH SEAFOODS INC.			  ","SITKA, AK","SHP","OLSEN, JEFFREY H 					    ","236 LINCOLN ST","","SITKA","AK","99835"
"29502","WESTERN ALASKA FISHERIES/DIV WESTWARD SEAFOODS   ","KODIAK,AK","SHP","WESTWARD SEAFOODS, INC.				","2101 4TH AVE STE 1700","","SEATTLE","WA","98121"
"29503","CAPTAIN'S GLACIER FRESH SALMON 		  ","YAKUTAT, AK","SHP","CHADWICK, SCOTT					      ","PO BOX 2","","YAKUTAT","AK","99689"
"29504","YAKUTAT SEAFOODS, LLC				  ","YAKUTAT,AK","SHP","YAKUTAT SEAFOODS, LLC				 ","PO BOX 419","P.O. BOX 419","YAKUTAT","AK","99689"
"29550","POLAR EQUIPMENT INC D.B.A. POLAR SEAFOODS	  ","SEWARD,AK","SHP","POLAR EQUIPMENT INC D.B.A. POLAR SEAFOODS	","1035 W NORTHERN LIGHTS BLVD","","ANCHORAGE","AK","99503"
"30032","ICICLE SEAFOODS, INC.				  ","EGEGIK,AK","SHP","ICICLE SEAFOODS, INC.				","4019 - 21ST AVE W","","SEATTLE","WA","98199"
"30131","SEA LEVEL SEAFOODS, LLC			  ","SEWARD,AK","SHP","SEA LEVEL SEAFOODS, LLC				","PO BOX 2085","","WRANGELL","AK","99929"
"30456","CARROLL CORPORATION				  ","HOMER, AK","SHP","CARROLL, GLEN						    ","PO BOX 551","","HOMER","AK","99603"
"30474","TRIDENT SEAFOODS CORPORATION			  ","NAKNEK,AK","SHP","TRIDENT SEAFOODS CORPORATION			","ATTN ALASKA SUPPORT","5303 SHILSHOLE AVE NW","SEATTLE","WA","98107"
"30479","TRIDENT SEAFOODS CORPORATION			  ","KETCHIKAN,AK","SHP","TRIDENT SEAFOODS CORPORATION			   ","ATTN ALASKA SUPPORT","5303 SHILSHOLE AVE NW","SEATTLE","WA","98107"
"30481","TRIDENT SEAFOODS CORPORATION			  ","PETERSBURG,AK","SHP","TRIDENT SEAFOODS CORPORATION 		    ","ATTN ALASKA SUPPORT","5303 SHILSHOLE AVE NW","SEATTLE","WA","98107"
"30482","TRIDENT SEAFOODS CORPORATION			  ","PETERSBURG,AK","SHP","TRIDENT SEAFOODS CORPORATION 		    ","ATTN ALASKA SUPPORT","5303 SHILSHOLE AVE NW","SEATTLE","WA","98107"
"30483","TRIDENT SEAFOODS CORPORATION			  ","CORDOVA,AK","SHP","TRIDENT SEAFOODS CORPORATION			 ","ATTN ALASKA SUPPORT","5303 SHILSHOLE AVE NW","SEATTLE","WA","98107"
"30485","TRIDENT SEAFOODS CORPORATION			  ","KETCHIKAN,AK","SHP","TRIDENT SEAFOODS CORPORATION			   ","ATTN ALASKA SUPPORT","5303 SHILSHOLE AVE NW","SEATTLE","WA","98107"
"30700","NOYES ISLAND SMOKEHOUSE			  ","CRAIG, AK","SHP","QUIGLEY, JAMES P 					    ","PO BOX 80","","CRAIG","AK","99921"
"30813","NORTON SOUND ECONOMIC SEAFOOD PRODUCTS 	  ","NOME,AK","SHP","NSEDC					      ","420 L STREET SUITE 310","","ANCHORAGE","AK","99501"
"30814","NORTON SOUND ECONOMIC SEAFOOD PRODUCTS 	  ","SAVOONGA,AK","SHP","NSEDC						  ","420 L STREET SUITE 310","","ANCHORAGE","AK","99501"
"30877","ALASKA SEAFOOD SYSTEMS 			  ","KODIAK,AK","SHP","AHN, CHAN Y						    ","PO BOX 8750","","KODIAK","AK","99615"
"30883","OCEAN BEAUTY SEAFOODS LLC			  ","KODIAK,AK","SHP","OCEAN BEAUTY SEAFOODS LLC			","1100 W EWING ST","","SEATTLE","WA","98119"
"30884","OCEAN BEAUTY SEAFOODS LLC			  ","ALITAK,AK","SHP","OCEAN BEAUTY SEAFOODS LLC			","1100 W EWING ST","","SEATTLE","WA","98119"
"30885","OCEAN BEAUTY SEAFOODS LLC			  ","CORDOVA,AK","SHP","OCEAN BEAUTY SEAFOODS LLC			 ","1100 W EWING ST","","SEATTLE","WA","98119"
"30886","OCEAN BEAUTY SEAFOODS LLC			  ","EXCURSION INLET,AK","SHP","OCEAN BEAUTY SEAFOODS LLC			 ","1100 W EWING ST","","SEATTLE","WA","98119"
"30887","OCEAN BEAUTY SEAFOODS LLC			  ","NAKNEK,AK","SHP","OCEAN BEAUTY SEAFOODS LLC			","1100 W EWING ST","","SEATTLE","WA","98119"
"30888","OCEAN BEAUTY SEAFOODS LLC			  ","NIKISKI,AK","SHP","OCEAN BEAUTY SEAFOODS LLC			 ","1100 W EWING ST","","SEATTLE","WA","98119"
"30889","OCEAN BEAUTY SEAFOODS LLC			  ","PETERSBURG,AK","SHP","OCEAN BEAUTY SEAFOODS LLC			    ","1100 W EWING ST","","SEATTLE","WA","98119"
"30899","KODIAK ISLAND SMOKEHOUSE			  ","KODIAK, AK","SHP","LANDRY, JACQUELINE					     ","1011 MILL BAY ROAD","","KODIAK","AK","99615"
"31027","CORDOVA NORTH					  ","CORDOVA,AK","SHP","TRIDENT SEAFOODS CORPORATION			 ","ATTN ALASKA SUPPORT","5303 SHILSHOLE AVE NW","SEATTLE","WA","98107"
"31134","PEP'S PACKING					  ","GUSTAVUS, AK","SHP","COBY-SCOTT, LAURA					       ","PO BOX 23","","GUSTAVUS","AK","99826"
"31258","ALASKA GENERAL SEAFOODS			  ","KENMORE, WA","SHP","KANAWAY SEAFOODS, INC. 			  ","6425 NE 175TH ST","","KENMORE","WA","98028"
"31292","ALASKA NATURAL SEAFOOD CO			  ","STERLING, AK","SHP","TIPLER, WAYNE 					       ","PO BOX 386","","STERLING","AK","99672"
"31357","E.C. PHILLIPS & SON, INC.			  ","CRAIG,AK","SHP","E.C. PHILLIPS & SON, INC. 		       ","PO BOX 7095","","KETCHIKAN","AK","99901"
"31397","TRIDENT SEAFOODS CORPORATION			  ","ST PAUL ISLAND,AK","SHP","57 DEGREES NORTH, LLC				","PO BOX 288","","SAINT PAUL ISLAND","AK","99660"
"31409","G & G ALASKA SMOKERY INC DBA G&G ALASKA	  ","WRANGELL, AK","SHP","G & G ALASKA SMOKERY INC DBA G&G ALASKA	   ","PO BOX 11","","WRANGELL","AK","99929"
"31410","WENDY SEAFOOD					  ","HOONAH, AK","SHP","SKAFLESTAD, WENDELLYN					     ","PO BOX 714","","HOONAH","AK","99829"
"31417","DEJON DELIGHTS, LTD				  ","HAINES,AK","SHP","DEJON DELIGHTS, LTD				","PO BOX 712","","HAINES","AK","99827"
"31588","COPPER RIVER SEAFOODS - RETAIL LLC		  ","ANCHORAGE, AK","SHP","COPPER RIVER SEAFOODS, INC.			    ","1118 E 5TH AVENUE","","ANCHORAGE","AK","99501"
"31589","TRIDENT SEAFOODS CORPORATION			  ","WRANGELL,AK","SHP","TRIDENT SEAFOODS CORPORATION			  ","ATTN ALASKA SUPPORT","5303 SHILSHOLE AVE NW","SEATTLE","WA","98107"
"31740","SILVER BAY SEAFOODS LLC			  ","SITKA, AK","SHP","SILVER BAY SEAFOODS LLC				","4400 SAWMILL CREEK RD","SUITE B","SITKA","AK","99835"
"31788","ALSEK FISH					  ","YAKUTAT, AK","SHP","ROBBINS, PATRICK D					      ","PO BOX 202","","YAKUTAT","AK","99689"
"31796","ADAK SEAFOOD LLC				  ","ADAK,AK","SHP","ADAK SEAFOOD LLC				      ","PO BOX 1884","","ADAK","AK","99546"
"31813","MYSTIC SALMON					  ","YAKUTAT, AK","SHP","MYSTIC SALMON					  ","PO BOX 126","","YAKUTAT","AK","99689"
"31823","SNOW PASS SEAFOODS				  ","CRAIG, AK","SHP","RHODES, WILLIAM D					    ","PO BOX 268","","CRAIG","AK","99921"
"31906","J-DOCK SEAFOOD CO				  ","SEWARD, AK","SHP","J-DOCK SEAFOOD CO				 ","PO BOX 777","","SEWARD","AK","99664"
"31916","ICICLE SEAFOODS, INC.				  ","SEATTLE,WA","SHP","ICICLE SEAFOODS, INC.				 ","4019 - 21ST AVE W","","SEATTLE","WA","98199"
"31989","HUNA FISH COMPANY				  ","HOONAH, AK","SHP","HARDER, ALDWIN						     ","PO BOX 714","","HOONAH","AK","99829"
"31991","TOGIAK SEAFOODS LLC				  ","ANCHORAGE, AK","SHP","TOGIAK SEAFOODS LLC				    ","1400 EAST 1ST AVE","","ANCHORAGE","AK","99501"
"32181","DUTCH HARBOR ACQUISITIONS			  ",", ","SHP","DUTCH HARBOR ACQUISITIONS			 ","","","","",""
"5298","DEEP CREEK CUSTOM PACKING, INC. 		 ","NINILCHIK,AK","SHP","BERGER, JEFF F 					      ","PO BOX 39229","","NINILCHIK","AK","99639"
"5299","SEWARD FISHERIES				 ","SEWARD,AK","SHP","ICICLE SEAFOODS, INC.			       ","4019 - 21ST AVE W","","SEATTLE","WA","98199"
"5300","PETERSBURG FISHERIES				 ","PETERSBURG,AK","SHP","ICICLE SEAFOODS, INC. 			   ","4019 - 21ST AVE W","","SEATTLE","WA","98199"
"5302","KACHEMAK BAY SEAFOOD				 ","HOMER,AK","SHP","SULLIVAN, WILLIAM						  ","PO BOX 4004","","HOMER","AK","99603"
"5303","ATKA PRIDE SEAFOODS, INC.			 ","ATKA,AK","SHP","APICDA JOINT VENTURES, INC. 		     ","234 GOLD ST","","JUNEAU","AK","99801"
"5305","TRIDENT SEAFOODS CORPORATION			 ","SAND POINT,AK","SHP","TRIDENT SEAFOODS CORPORATION			   ","ATTN ALASKA SUPPORT","5303 SHILSHOLE AVE NW","SEATTLE","WA","98107"
"5306","TRIDENT SEAFOODS CORPORATION			 ","AKUTAN,AK","SHP","TRIDENT SEAFOODS CORPORATION		       ","ATTN ALASKA SUPPORT","5303 SHILSHOLE AVE NW","SEATTLE","WA","98107"
"5307","TRIDENT SEAFOODS CORPORATION			 ","ST PAUL ISLAND,AK","SHP","TRIDENT SEAFOODS CORPORATION		       ","ATTN ALASKA SUPPORT","5303 SHILSHOLE AVE NW","SEATTLE","WA","98107"
"5310","UNISEA, INC.					 ","DUTCH HARBOR,AK","SHP","UNISEA, INC.				     ","PO BOX 97019","","REDMOND","WA","98073-9719"
"5320","ALYESKA SEAFOODS, INC.				 ","UNALASKA,AK","SHP","ALYESKA SEAFOODS, INC.				 ","303 NE NORTHLAKE WAY","","SEATTLE","WA","98105"
"5323","WESTWARD SEAFOODS, INC. 			 ","DUTCH HARBOR,AK","SHP","WESTWARD SEAFOODS, INC.			     ","2101 4TH AVE STE 1700","","SEATTLE","WA","98121"
"5335","HOONAH COLD STORAGE				 ","HOONAH,AK","SHP","DIGNON, WILLIAM A 					   ","PO BOX 470","","HOONAH","AK","99829"
"5342","NORTH PACIFIC SEAFOODS, INC			 ","KODIAK,AK","SHP","NORTH PACIFIC SEAFOODS, INC		       ","4 NICKERSON STREET, SUITE 400","","SEATTLE","WA","98109"
"5343","ALASKA FRESH SEAFOODS, INC.			 ","KODIAK,AK","SHP","ALASKA FRESH SEAFOODS, INC.		       ","105 MARINE WAY","","KODIAK","AK","99615"
"5344","PACIFIC SALMON COMPANY, INC.			 ","EDMONDS,WA","SHP","PACIFIC SALMON COMPANY, INC.			","PO BOX 1675","","EDMONDS","WA","98020-1675"
"5346","NORTH PACIFIC SEAFOODS, INC			 ","SITKA,AK","SHP","NORTH PACIFIC SEAFOODS, INC		      ","4 NICKERSON STREET, SUITE 400","","SEATTLE","WA","98109"
"5357","PETER PAN SEAFOODS, INC.			 ","VALDEZ,AK","SHP","PETER PAN SEAFOODS, INC.			       ","2200 6TH AVE, STE 1000","","SEATTLE","WA","98121"
"5358","PETER PAN SEAFOODS, INC.			 ","KING COVE,AK","SHP","PETER PAN SEAFOODS, INC.			  ","2200 6TH AVE, STE 1000","","SEATTLE","WA","98121"
"5371","SEAFOOD PRODUCERS COOPERATIVE			 ","SITKA,AK","SHP","SEAFOOD PRODUCERS COOPERATIVE		      ","2875 ROEDER AVE - SUITE #2","","BELLINGHAM","WA","98225"
"5376","E.C. PHILLIPS & SON, INC.			 ","KETCHIKAN,AK","SHP","E.C. PHILLIPS & SON, INC.			  ","PO BOX 7095","","KETCHIKAN","AK","99901"
"5383","FAVCO, INC.					 ","ANCHORAGE,AK","SHP","FAVRETTO, GREGORY J					      ","PO BOX 190968","","ANCHORAGE","AK","99519-0968"
"5386","FISHHAWK FISHERIES, INC.			 ","ASTORIA,OR","SHP","FICK, STEVE E						    ","PO BOX 715","","ASTORIA","OR","97103"
"5392","INTERNATIONAL SEAFOOD OF ALASKA, INC.		 ","KODIAK,AK","SHP","TRUE WORLD HOLDINGS LLC			       ","2360 W COMMODORE WAY","","SEATTLE","WA","98199"
"5394","ANNETTE ISLAND PACKING CO. COLD STORAGE 	 ","METLAKATLA,AK","SHP","METLAKATLA INDIAN COMMUNITY			   ","PO BOX 10","","METLAKATLA","AK","99926"
"5423","PRIME SELECT SEAFOOD, INC.			 ","CORDOVA,AK","SHP","LAIRD, SUSAN J						    ","PO BOX 846","","CORDOVA","AK","99574"
"5435","COASTAL COLD STORAGE, INC.			 ","PETERSBURG,AK","SHP","EINERSON, GREG L					       ","PO BOX 307","","PETERSBURG","AK","99833"
"5437","BELLINGHAM COLD STORAGE CO.			 ","BELLINGHAM,WA","SHP","BELLINGHAM COLD STORAGE CO.			   ","PO BOX 895","","BELLINGHAM","WA","98225"
"5442","PACIFIC STAR SEAFOODS, INC.			 ","KENAI,AK","SHP","PACIFIC STAR SEAFOODS, INC.		      ","PO BOX 190","","KENAI","AK","99611"
"5460","SALAMATOF SEAFOODS, INC.			 ","KENAI,AK","SHP","SALAMATOF SEAFOODS, INC.			      ","PO BOX 1450","","KENAI","AK","99611"
"5470","10TH & M SEAFOODS				 ","ANCHORAGE,AK","SHP","ALASKA SEA PACK, INC.				  ","1020 M ST","","ANCHORAGE","AK","99501"
"5482","BELL'S SEAFOOD					 ","HAINES,AK","SHP","BELL, CLYDE						   ","PO BOX 1189","","HAINES","AK","99827"
"5484","GREAT PACIFIC SEAFOODS, INC.			 ","ANCHORAGE,AK","SHP","GREAT PACIFIC SEAFOODS, INC.			  ","PO BOX 81165","","SEATTLE","WA","98108"
"5490","ICY STRAIT SEAFOODS, INC.			 ","JUNEAU,AK","SHP","BAUMGART, HANK						   ","2825 ROEDER AVE","","BELLINGHAM","WA","98225"
"5520","COAL POINT TRADING, CO. 			 ","HOMER,AK","SHP","HILLSTRAND, JOHN W 					  ","PO BOX 674","","HOMER","AK","99603"
