
"PERMIT","PROCESSOR NAME","PLANT LOCATION","ENDORSEMENT","PRIMARY OWNER","ADDRESS 1","ADDRESS 2","CITY","STATE","ZIP CODE"

"18592","BIG BLUE FISHERIES LLC 			  ","SITKA,AK","SHP","KEATING, MICHAEL R					   ","PO BOX 2956","","SITKA","AK","99835"
"26030","THE FISH FACTORY, LLC				  ","HOMER,AK","SHP","MCCUNE, MICHAEL R 					   ","800 FISH DOCK RD","","HOMER","AK","99603"
"26238","ANDERSON'S ALASKA SPECIALTY SEAFOOD		  ","HOMER,AK","SHP","ANDERSON, EVERETT C					   ","3180 PARSON LANE","","HOMER","AK","99603"
"26247","NORTH PACIFIC SEAFOODS, INC			  ","TOGIAK,AK","SHP","NORTH PACIFIC SEAFOODS, INC			","4 NICKERSON STREET, SUITE 400","","SEATTLE","WA","98109"
"27101","ADAK FISHERIES LLC				  ","ADAK,AK","SHP","ADAK FISHERIES LLC 			      ","800 E DIMOND BLVD SUITE 3-400","","ANCHORAGE","AK","99515-2043"
"27328","OCEAN BEAUTY SEAFOOD, INC.			  ","NIKISKI,AK","SHP","OCEAN BEAUTY SEAFOOD, INC.			 ","PO BOX 70739","","SEATTLE","WA","98127"
"27444","TRIDENT SEAFOODS CORPORATION			  ","CHIGNIK,AK","SHP","TRIDENT SEAFOODS CORPORATION			 ","ATTN:STEVE OKERLUND","5303 SHILSHOLE AVE NW","SEATTLE","WA","98107"
"27989","GLOBAL SEAFOODS NORTH AMERICA, LLC		  ","KODIAK,AK","SHP","GLOBAL SEAFOODS NORTH AMERICA, LLC		","800 MARINE WAY E","","KODIAK","AK","99615"
"27990","TRIDENT SEAFOODS CORPORATION			  ","KODIAK,AK","SHP","TRIDENT SEAFOODS CORPORATION			","ATTN:STEVE OKERLUND","5303 SHILSHOLE AVE NW","SEATTLE","WA","98107"
"27991","S.E. ALASKA SMOKED SALMON CO., INC. DBA TAKU FIS ","JUNEAU,AK","SHP","GALLIZIO, GIORGIO					    ","550 S FRANKLIN","","JUNEAU","AK","99801"
"28113","PETER PAN SEAFOODS, INC.			  ","DILLINGHAM,AK","SHP","PETER PAN SEAFOODS, INC.			    ","2200 6TH AVE, STE 1000","","SEATTLE","WA","98121"
"28114","OCEAN BEAUTY SEAFOOD, INC.			  ","KODIAK,AK","SHP","OCEAN BEAUTY INLET PROCESSING LLC		","PO BOX 70739","","SEATTLE","WA","98107"
"28116","OCEAN BEAUTY SEAFOOD, INC.			  ","EXCURSION INLET,AK","SHP","OCEAN BEAUTY INLET PROCESSING LLC		 ","PO BOX 70739","","SEATTLE","WA","98107"
"28197","FEE'S CUSTOM SEAFOODS				  ","ANCHORAGE, AK","SHP","FEE, EDWARD W						","9321 ARLENE ST #10","","ANCHORAGE","AK","99515"
"28629","HARBOR CROWN SEAFOODS, INC.			  ","DUTCH HARBOR,AK","SHP","DORRIS, KEN						  ","PO BOX 920125","","DUTCH HARBOR","AK","99692"
"28695","ISLAND FISH CO. LLC				  ","KODIAK,AK","SHP","ISLAND FISH CO. LLC				","317 SHELIKOF STREET","","KODIAK","AK","99615"
"28721","COPPER RIVER FINE SEAFOODS, INC.		  ","ANCHORAGE, AK","SHP","BLAKE, SCOTT A						","4000 W 50TH AVE SUITE 2","","ANCHORAGE","AK","99502"
"28843","BEAR & WOLF SALMON COMPANY			  ","SEATTLE, WA","SHP","BEAR & WOLF SALMON COMPANY			  ","4209 21ST AVE W, STE 400","","SEATTLE","WA","98199"
"29501","ABSOLUTE FRESH SEAFOODS INC.			  ","KIRKLAND, WA","SHP","OLSEN, JEFFREY H					       ","4040 LAKE WASHINGTON NE","SUITE 302","KIRKLAND","WA","99803"
"29502","WESTERN ALASKA FISHERIES,  DIV. OF WESTWARD SEAF ","KODIAK,AK","SHP","WESTWARD SEAFOODS, INC.				","2101 4TH AVE STE 1700","","SEATTLE","WA","98121"
"29503","CAPTAIN'S					  ","YAKUTAT, AK","SHP","CHADWICK, SCOTT					      ","PO BOX 2","","YAKUTAT","AK","99689"
"29504","YAKUTAT SEAFOODS, LLC				  ","YAKUTAT,AK","SHP","YAKUTAT SEAFOODS, LLC				 ","PO BOX 419","P.O. BOX 419","YAKUTAT","AK","99689"
"29550","POLAR EQUIPMENT INC D.B.A. POLAR SEAFOODS	  ","SEWARD,AK","SHP","POLAR EQUIPMENT INC D.B.A. POLAR SEAFOODS	","1035 W NORTHERN LIGHTS BLVD","","ANCHORAGE","AK","99503"
"30032","ICICLE SEAFOODS, INC.				  ","EGEGIK,AK","SHP","ICICLE SEAFOODS, INC.				","4019 - 21ST AVENUE W","","SEATTLE","WA","98199"
"30131","RESURRECTION BAY SEAFOODS			  ","SEWARD,AK","SHP","SEA LEVEL SEAFOODS, LLC				","PO BOX 2085","","WRANGELL","AK","99929"
"30132","KODIAK SMOKING & PROCESSING			  ","KODIAK,AK","SHP","PALASACK, TOM						    ","1420 AIRPORT WAY","","KODIAK","AK","99615"
"30133","ROYAL ALEUTIAN SEAFOODS, INC.			  ","DUTCH HARBOR,AK","SHP","UNISEA, INC.				      ","PO BOX 97019","","REDMOND","WA","98073-9719"
"30213","PELICAN SEAFOODS				  ","PELICAN,AK","SHP","ED BAHRT MANAGEMENT COMPANY LLC 		 ","PO BOX 1591","","SITKA","AK","99835"
"30336","KAKE SEAFOOD ALASKA				  ","KAKE,AK","SHP","KAKE SEAFOOD ALASKA			      ","PO BOX 602","","KAKE","AK","99830"
"30456","CARROLL CORPORATION				  ","HOMER, AK","SHP","CARROLL, GLEN						    ","PO BOX 551","","HOMER","AK","99603"
"30468","BARANOF FROZEN FOODS				  ","BELLINGHAM, WA","SHP","BARANOF FROZEN FOODS			     ","2875 ROEDER AVE","","BELLINGHAM","WA","98225"
"30474","TRIDENT SEAFOODS CORPORATION			  ","NAKNEK,AK","SHP","TRIDENT SEAFOODS CORPORATION			","ATTN:STEVE OKERLUND","5303 SHILSHOLE AVE NW","SEATTLE","WA","98107"
"30479","TRIDENT SEAFOODS CORPORATION			  ","KETCHIKAN,AK","SHP","TRIDENT SEAFOODS CORPORATION			   ","ATTN:STEVE OKERLUND","5303 SHILSHOLE AVE NW","SEATTLE","WA","98107"
"30481","TRIDENT SEAFOODS CORPORATION			  ","PETERSBURG,AK","SHP","TRIDENT SEAFOODS CORPORATION 		    ","ATTN:STEVE OKERLUND","5303 SHILSHOLE AVE NW","SEATTLE","WA","98107"
"30482","TRIDENT SEAFOODS CORPORATION			  ","PETERSBURG,AK","SHP","TRIDENT SEAFOODS CORPORATION 		    ","ATTN:STEVE OKERLUND","5303 SHILSHOLE AVE NW","SEATTLE","WA","98107"
"30483","TRIDENT SEAFOODS CORPORATION			  ","CORDOVA,AK","SHP","TRIDENT SEAFOODS CORPORATION			 ","ATTN:STEVE OKERLUND","5303 SHILSHOLE AVE NW","SEATTLE","WA","98107"
"30485","TRIDENT SEAFOODS CORPORATION			  ","KETCHIKAN,AK","SHP","TRIDENT SEAFOODS CORPORATION			   ","ATTN:STEVE OKERLUND","5303 SHILSHOLE AVE NW","SEATTLE","WA","98107"
"5298","DEEP CREEK CUSTOM PACKING, INC. 		 ","NINILCHIK,AK","SHP","BERGER, JEFF F 					      ","PO BOX 39229","","NINILCHIK","AK","99639"
"5299","SEWARD FISHERIES				 ","SEWARD,AK","SHP","ICICLE SEAFOODS, INC.			       ","4019 - 21ST AVENUE W","","SEATTLE","WA","98199"
"5300","PETERSBURG FISHERIES				 ","PETERSBURG,AK","SHP","ICICLE SEAFOODS, INC. 			   ","4019 - 21ST AVENUE W","","SEATTLE","WA","98199"
"5302","KACHEMAK BAY SEAFOOD				 ","HOMER,AK","SHP","SULLIVAN, WILLIAM						  ","PO BOX 4004","","HOMER","AK","99603"
"5303","ATKA PRIDE SEAFOODS, INC.			 ","ATKA,AK","SHP","APICDA JOINT VENTURES, INC. 		     ","234 GOLD ST","","JUNEAU","AK","99801"
"5305","TRIDENT SEAFOODS CORPORATION			 ","SAND POINT,AK","SHP","TRIDENT SEAFOODS CORPORATION			   ","ATTN:STEVE OKERLUND","5303 SHILSHOLE AVE NW","SEATTLE","WA","98107"
"5306","TRIDENT SEAFOODS CORPORATION			 ","AKUTAN,AK","SHP","TRIDENT SEAFOODS CORPORATION		       ","ATTN:STEVE OKERLUND","5303 SHILSHOLE AVE NW","SEATTLE","WA","98107"
"5307","TRIDENT SEAFOODS CORPORATION			 ","ST PAUL ISLAND,AK","SHP","TRIDENT SEAFOODS CORPORATION		       ","ATTN:STEVE OKERLUND","5303 SHILSHOLE AVE NW","SEATTLE","WA","98107"
"5310","UNISEA, INC.					 ","DUTCH HARBOR,AK","SHP","UNISEA, INC.				     ","PO BOX 97019","","REDMOND","WA","98073-9719"
"5320","ALYESKA SEAFOODS, INC.				 ","UNALASKA,AK","SHP","ALYESKA SEAFOODS, INC.				 ","303 NE NORTHLAKE WAY","","SEATTLE","WA","98105"
"5323","WESTWARD SEAFOODS, INC. 			 ","DUTCH HARBOR,AK","SHP","WESTWARD SEAFOODS, INC.			     ","2101 4TH AVE STE 1700","","SEATTLE","WA","98121"
"5333","PRIME ALASKA SEAFOODS, INC.			 ","UNALASKA,AK","SHP","JOHNSON, ROBERT E JR					     ","PO BOX 1112","","UNALASKA","AK","99685"
"5335","HOONAH COLD STORAGE				 ","HOONAH,AK","SHP","DIGNON, WILLIAM A 					   ","PO BOX 470","","HOONAH","AK","99829"
"5336","NORQUEST SEAFOODS, INC. 			 ","KETCHIKAN,AK","SHP","NORQUEST SEAFOODS, INC.			  ","5303 SHILSHOLE AVE NW","ATTN:  ALASKA SUPPORT","SEATTLE","WA","98107"
"5337","NORQUEST SEAFOODS, INC. 			 ","PETERSBURG,AK","SHP","NORQUEST SEAFOODS, INC.			   ","5303 SHILSHOLE AVE NW","ATTN:  ALASKA SUPPORT","SEATTLE","WA","98107"
"5338","NORQUEST SEAFOODS, INC. 			 ","CORDOVA,AK","SHP","NORQUEST SEAFOODS, INC.				","5303 SHILSHOLE AVE NW","ATTN:  ALASKA SUPPORT","SEATTLE","WA","98107"
"5342","NORTH PACIFIC SEAFOODS, INC			 ","KODIAK,AK","SHP","NORTH PACIFIC SEAFOODS, INC		       ","4 NICKERSON STREET, SUITE 400","","SEATTLE","WA","98109"
"5343","ALASKA FRESH SEAFOODS, INC.			 ","KODIAK,AK","SHP","ALASKA FRESH SEAFOODS, INC.		       ","105 MARINE WAY","","KODIAK","AK","99615"
"5344","PACIFIC SALMON COMPANY, INC.			 ","EDMONDS,WA","SHP","PACIFIC SALMON COMPANY, INC.			","PO BOX 1675","","EDMONDS","WA","98020-1675"
"5346","NORTH PACIFIC SEAFOODS, INC			 ","SITKA,AK","SHP","NORTH PACIFIC SEAFOODS, INC		      ","4 NICKERSON STREET, SUITE 400","","SEATTLE","WA","98109"
"5357","PETER PAN SEAFOODS, INC.			 ","VALDEZ,AK","SHP","PETER PAN SEAFOODS, INC.			       ","2200 6TH AVE, STE 1000","","SEATTLE","WA","98121"
"5358","PETER PAN SEAFOODS, INC.			 ","KING COVE,AK","SHP","PETER PAN SEAFOODS, INC.			  ","2200 6TH AVE, STE 1000","","SEATTLE","WA","98121"
"5369","OCEAN BEAUTY SEAFOOD, INC.			 ","CORDOVA,AK","SHP","OCEAN BEAUTY SEAFOOD, INC.			","PO BOX 70739","","SEATTLE","WA","98127"
"5370","OCEAN BEAUTY SEAFOOD, INC.			 ","KODIAK,AK","SHP","OCEAN BEAUTY SEAFOOD, INC.		       ","PO BOX 70739","","SEATTLE","WA","98127"
"5371","SEAFOOD PRODUCERS COOPERATIVE			 ","SITKA,AK","SHP","SEAFOOD PRODUCERS COOPERATIVE		      ","2875 ROEDER AVE - SUITE #2","","BELLINGHAM","WA","98225"
"5372","GLACIER VILLAGE SUPERMARKET, INC.		 ","JUNEAU,AK","SHP","GLACIER VILLAGE SUPERMARKET, INC. 	       ","PO BOX 33379","","JUNEAU","AK","99803-3379"
"5376","E.C. PHILLIPS & SON, INC.			 ","KETCHIKAN,AK","SHP","E.C. PHILLIPS & SON, INC.			  ","PO BOX 7095","","KETCHIKAN","AK","99901"
"5380","BORNSTEIN SEAFOODS, INC.			 ","BELLINGHAM,WA","SHP","BORNSTEIN, MYER J					       ","PO BOX 188","","BELLINGHAM","WA","98227"
"5383","FAVCO, INC.					 ","ANCHORAGE,AK","SHP","FAVRETTO, GREGORY J					      ","PO BOX 190968","","ANCHORAGE","AK","99519-0968"
"5386","FISHHAWK FISHERIES, INC.			 ","ASTORIA,OR","SHP","FICK, STEVE E						    ","PO BOX 715","","ASTORIA","OR","97103"
"5392","TRUE WORLD FOODS-ALASKA 			 ","KODIAK,AK","SHP","TRUE WORLD GROUP, INC.			       ","2360 W COMMODORE WAY","","SEATTLE","WA","98199"
"5394","ANNETTE ISLAND PACKING CO. COLD STORAGE 	 ","METLAKATLA,AK","SHP","METLAKATLA INDIAN COMMUNITY			   ","PO BOX 10","","METLAKATLA","AK","99926"
"5423","PRIME SELECT SEAFOOD, INC.			 ","CORDOVA,AK","SHP","LAIRD, SUSAN J						    ","PO BOX 846","","CORDOVA","AK","99574"
"5424","ARROWAC FISHERIES, INC. 			 ","BELLINGHAM,WA","SHP","MERCKER, FRANK M					       ","PO BOX 4155","","BELLINGHAM","WA","98227"
"5431","OCEAN BEAUTY SEAFOOD, INC.			 ","PETERSBURG,AK","SHP","OCEAN BEAUTY SEAFOOD, INC.			   ","PO BOX 70739","","SEATTLE","WA","98127"
"5435","COASTAL COLD STORAGE, INC.			 ","PETERSBURG,AK","SHP","EINERSON, GREG L					       ","PO BOX 307","","PETERSBURG","AK","99833"
"5437","BELLINGHAM COLD STORAGE CO.			 ","BELLINGHAM,WA","SHP","BELLINGHAM COLD STORAGE CO.			   ","PO BOX 895","","BELLINGHAM","WA","98225"
"5438","RESURRECTION BAY SEAFOODS			 ","SEWARD,AK","SHP","RESURRECTION BAY SEAFOODS 		       ","PO BOX 1710","","SEWARD","AK","99664"
"5442","PACIFIC STAR SEAFOODS, INC.			 ","KENAI,AK","SHP","PACIFIC STAR SEAFOODS, INC.		      ","PO BOX 190","","KENAI","AK","99611"
"5443","OCEAN BEAUTY SEAFOOD, INC.			 ","NAKNEK,AK","SHP","OCEAN BEAUTY SEAFOOD, INC.		       ","PO BOX 70739","","SEATTLE","WA","98127"
"5460","SALAMATOF SEAFOODS, INC.			 ","KENAI,AK","SHP","SALAMATOF SEAFOODS, INC.			      ","PO BOX 1450","","KENAI","AK","99611"
"5470","10TH & M SEAFOODS				 ","ANCHORAGE,AK","SHP","ALASKA SEA PACK, INC.				  ","1020 M ST","","ANCHORAGE","AK","99501"
"5482","BELL'S SEAFOOD					 ","HAINES,AK","SHP","BELL, CLYDE						   ","PO BOX 1189","","HAINES","AK","99827"
"5484","GREAT PACIFIC SEAFOODS, INC.			 ","ANCHORAGE,AK","SHP","GREAT PACIFIC SEAFOODS, INC.			  ","PO BOX 81165","","SEATTLE","WA","98108"
"5490","ICY STRAIT SEAFOODS, INC.			 ","JUNEAU,AK","SHP","BAUMGART, HANK						   ","2825 ROEDER AVE","","BELLINGHAM","WA","98225"
"5504","ALASKA CUSTOM SEAFOODS, INC.			 ","HOMER,AK","SHP","FAULKNER, BRAD						  ","PO BOX 996","","HOMER","AK","99603"
"5518","OCEAN BEAUTY SEAFOOD, INC.			 ","SEATTLE,WA","SHP","OCEAN BEAUTY SEAFOOD, INC.			","PO BOX 70739","","SEATTLE","WA","98127"
"5520","COAL POINT TRADING, CO. 			 ","HOMER,AK","SHP","HILLSTRAND, JOHN W 					  ","PO BOX 674","","HOMER","AK","99603"
"5523","SEA LEVEL SEAFOODS, LLC 			 ","WRANGELL,AK","SHP","SEA LEVEL SEAFOODS, LLC 			 ","PO BOX 2085","","WRANGELL","AK","99929"
"5638","HORST SEAFOOD, INC.				 ","JUNEAU,AK","SHP","SCHRAMM, HORST						   ","2315 INDUSTRIAL BLVD","","JUNEAU","AK","99801"
"5645","KINGFISHER SEAFOODS CO. 			 ","UNALASKA,AK","SHP","DICKERSON, DUSTAN					     ","PO BOX 921408","","DUTCH HARBOR","AK","99692"
"5797","ALASKAN PREMIER SEAFOODS			 ","HYDER,AK","SHP","SIMPSON, JAMES E						  ","PO BOX 45","","HYDER","AK","99923"
"5921","PELICAN SEAFOODS				 ","PELICAN,AK","SHP","KAKE TRIBAL CORPORATION				","PO BOX 110","","PELICAN","AK","99832"
"5925","R & J SEAFOODS					 ","KASILOF,AK","SHP","MEIER, RANDY						    ","4821 E 102ND AVE","","ANCHORAGE","AK","99507"
"5945","ALASKA GLACIER SEAFOODS, INC.			 ","JUNEAU,AK","SHP","ERICKSON, MIKE J						   ","PO BOX 34363","","JUNEAU","AK","99803-4363"
"6053","THE AUCTION BLOCK CO.				 ","HOMER,AK","SHP","THE AUCTION BLOCK CO.			      ","PO BOX 2228","","HOMER","AK","99603"
"6238","NORQUEST SEAFOODS, INC. 			 ","CHIGNIK,AK","SHP","NORQUEST SEAFOODS, INC.				","5303 SHILSHOLE AVE NW","ATTN:  ALASKA SUPPORT","SEATTLE","WA","98107"
